"site","year","date","tree","caterpillars","recorder"
"AVI",2021,171,"15",0,"EAM"
"AVI",2021,171,"9",0,"EAM"
"AVI",2021,171,"10",0,"SEL"
"AVI",2021,171,"11",0,"SEL"
"AVI",2021,171,"16",0,"SEL"
"AVI",2021,171,"12",0,"SEL"
"AVN",2021,171,"15",0,"SEL"
"AVN",2021,171,"12",0,"SEL"
"AVN",2021,171,"11",0,"SEL"
"AVN",2021,171,"10",0,"SEL"
"AVN",2021,171,"13",0,"SEL"
"AVN",2021,171,"16",0,"SEL"
"AVN",2021,171,"17",1,"SEL"
"AVN",2021,171,"14",0,"SEL"
"AVN",2021,171,"18",0,"SEL"
"CAR",2021,171,"9",0,"SEL"
"CAR",2021,171,"10",0,"EAM"
"CAR",2021,171,"14",0,"EAM"
"CAR",2021,171,"11",0,"SEL"
"CAR",2021,171,"12",0,"SEL"
"CAR",2021,171,"13",0,"SEL"
"SLS",2021,171,"16",3,"SEL"
"SLS",2021,171,"15",1,"SEL"
"SLS",2021,171,"10",1,"SEL"
"SLS",2021,171,"9",1,"SEL"
"SLS",2021,171,"11",0,"EAM"
"SLS",2021,171,"12",1,"EAM"
"SLS",2021,171,"13",0,"EAM"
"SLS",2021,171,"14",0,"EAM"
"TOM",2021,171,"9",0,"EAM"
"TOM",2021,171,"10",0,"EAM"
"TOM",2021,171,"11",0,"EAM"
"TOM",2021,171,"12",0,"EAM"
"TOM",2021,171,"13",0,"EAM"
"TOM",2021,171,"14",0,"SEL"
"TOM",2021,171,"15",0,"SEL"
"TOM",2021,171,"16",0,"SEL"
"DAV",2021,171,"17",0,"EAM"
"DAV",2021,171,"16",0,"EAM"
"DAV",2021,171,"15",0,"EAM"
"DAV",2021,171,"11",0,"EAM"
"DAV",2021,171,"12",0,"SEL"
"DAV",2021,171,"10",0,"SEL"
"DAV",2021,171,"13",0,"SEL"
"DAV",2021,171,"14",0,"SEL"
"ART",2021,171,"9",0,"EAM"
"ART",2021,171,"16",0,"EAM"
"ART",2021,171,"12",0,"EAM"
"ART",2021,171,"11",0,"EAM"
"ART",2021,171,"17",0,"SEL"
"ART",2021,171,"15",0,"SEL"
"ART",2021,171,"14",0,"SEL"
"ART",2021,171,"19",0,"SEL"
"MUN",2021,171,"16",0,"EAM"
"MUN",2021,171,"9a",0,"EAM"
"MUN",2021,171,"10",0,"EAM"
"MUN",2021,171,"11",0,"SEL"
"MUN",2021,171,"18",0,"SEL"
"MUN",2021,171,"14",0,"SEL"
"MUN",2021,171,"15",0,"SEL"
"MUN",2021,171,"13",0,"SEL"
"DUN",2021,173,"8",0,"MDP"
"DUN",2021,173,"1B",0,"MDP"
"DUN",2021,173,"3",0,"MDP"
"DUN",2021,173,"6B",0,"MDP"
"DUN",2021,173,"5B",0,"MDP"
"DUN",2021,173,"4",0,"SEL"
"BLG",2021,173,"17",0,"SEL"
"BLG",2021,173,"6",0,"SEL"
"BLG",2021,173,"7",0,"SEL"
"BLG",2021,173,"5",0,"SEL"
"BLG",2021,173,"4B",0,"SEL"
"BLG",2021,173,"9",0,"MDP"
"BLG",2021,173,"2",0,"MDP"
"BLG",2021,173,"1",0,"MDP"
"PIT",2021,173,"17",0,"SEL"
"PIT",2021,173,"6",0,"SEL"
"PIT",2021,173,"8",0,"SEL"
"PIT",2021,173,"10",0,"SEL"
"PIT",2021,173,"12",0,"MDP"
"PIT",2021,173,"14",0,"MDP"
"PIT",2021,173,"16",1,"MDP"
"KCK",2021,173,"1",0,"MDP"
"KCK",2021,173,"18",0,"MDP"
"KCK",2021,173,"19",0,"MDP"
"KCK",2021,173,"4",0,"MDP"
"KCK",2021,173,"20",0,"MDP"
"KCK",2021,173,"6",0,"MDP"
"KCZ",2021,173,"1",0,"SEL"
"KCZ",2021,173,"7",0,"SEL"
"KCZ",2021,173,"3",0,"SEL"
"KCZ",2021,173,"4",0,"SEL"
"KCZ",2021,173,"5",0,"SEL"
"KCZ",2021,173,"6",0,"SEL"
"KCZ",2021,173,"8",0,"SEL"
"KCZ",2021,173,"9B",0,"MDP"
"BLA",2021,173,"2",0,"SEL"
"BLA",2021,173,"3",0,"MDP"
"BLA",2021,173,"4B",0,"SEL"
"BLA",2021,173,"5",0,"MDP"
"BLA",2021,173,"6",0,"MDP"
"CAL",2021,173,"8",0,"MDP"
"CAL",2021,173,"1",0,"MDP"
"CAL",2021,173,"7",0,"MDP"
"CAL",2021,173,"5B",0,"MDP"
"CAL",2021,173,"6",0,"MDP"
"CAL",2021,173,"6B",0,"MDP"
"CAL",2021,173,"4B",0,"MDP"
"CAL",2021,173,"2B",0,"MDP"
"DNM",2021,173,"1",0,"MDP"
"DNM",2021,173,"8",0,"MDP"
"DNM",2021,173,"17",0,"MDP"
"DNM",2021,173,"3",0,"MDP"
"DNM",2021,173,"4",0,"MDP"
"DNM",2021,173,"5",0,"MDP"
"DNM",2021,173,"7",1,"MDP"
"DNM",2021,173,"6",0,"MDP"
"DNC",2021,173,"2",0,"SEL"
"DNC",2021,173,"17",0,"SEL"
"DNC",2021,173,"3B",0,"SEL"
"DNC",2021,173,"4",0,"SEL"
"DNC",2021,173,"5B",0,"MDP"
"DNC",2021,173,"6B",0,"MDP"
"DNS",2021,173,"1",0,"SEL"
"DNS",2021,173,"7",0,"MDP"
"DNS",2021,173,"3",0,"MDP"
"DNS",2021,173,"13",0,"MDP"
"DNS",2021,173,"4",0,"MDP"
"DLW",2021,173,"1",0,"MDP"
"DLW",2021,173,"2",0,"MDP"
"DLW",2021,173,"7",0,"MDP"
"DLW",2021,173,"3B",0,"MDP"
"DLW",2021,173,"4",0,"MDP"
"DLW",2021,173,"5",0,"SEL"
"DLW",2021,173,"8",0,"SEL"
"DLW",2021,173,"6B",0,"SEL"
"CRU",2021,173,"8",0,"SEL"
"CRU",2021,173,"7",0,"SEL"
"CRU",2021,173,"1B",0,"SEL"
"CRU",2021,173,"2",0,"SEL"
"CRU",2021,173,"3",0,"MDP"
"CRU",2021,173,"4B",0,"MDP"
"CRU",2021,173,"5",0,"SEL"
"CRU",2021,173,"6",0,"SEL"
"NEW",2021,173,"1",0,"SEL"
"NEW",2021,173,"2",0,"SEL"
"NEW",2021,173,"3B",0,"MDP"
"NEW",2021,173,"4B",0,"MDP"
"NEW",2021,173,"7",0,"MDP"
"NEW",2021,173,"5B",0,"MDP"
"NEW",2021,173,"8",0,"MDP"
"NEW",2021,173,"17",0,"MDP"
"HWP",2021,173,"18",0,"EAM"
"HWP",2021,173,"4",0,"EAM"
"HWP",2021,173,"5",0,"EAM"
"HWP",2021,173,"6",0,"EAM"
"HWP",2021,173,"7",0,"KM"
"HWP",2021,173,"10",0,"KM"
"HWP",2021,173,"16",0,"KM"
"HWP",2021,173,"17",0,"KM"
"INS",2021,173,"1",0,"EAM"
"INS",2021,173,"7",0,"EAM"
"INS",2021,173,"8",0,"EAM"
"INS",2021,173,"2",0,"KM"
"INS",2021,173,"3",0,"KM"
"INS",2021,173,"4B",0,"KM"
"INS",2021,173,"5",0,"KM"
"INS",2021,173,"6",0,"KM"
"FSH",2021,173,"19",0,"KM"
"FSH",2021,173,"2B",0,"EAM"
"FSH",2021,173,"8",0,"KM"
"FSH",2021,173,"7",1,"EAM"
"FSH",2021,173,"3",0,"EAM"
"FSH",2021,173,"4B",0,"EAM"
"FSH",2021,173,"5B",0,"EAM"
"FSH",2021,173,"6",0,"EAM"
"RTH",2021,173,"1",0,"KM"
"RTH",2021,173,"2",0,"KM"
"RTH",2021,173,"7",1,"KM"
"RTH",2021,173,"3",0,"EAM"
"RTH",2021,173,"4",0,"EAM"
"RTH",2021,173,"5",0,"EAM"
"RTH",2021,173,"6",0,"EAM"
"AVI",2021,173,"17",0,"EAM"
"AVI",2021,173,"2",0,"EAM"
"AVI",2021,173,"7",0,"EAM"
"AVI",2021,173,"3",0,"EAM"
"AVI",2021,173,"18",0,"KM"
"AVI",2021,173,"4",0,"KM"
"AVI",2021,173,"19",0,"KM"
"AVN",2021,173,"3",0,"EAM"
"AVN",2021,173,"7",0,"EAM"
"AVN",2021,173,"2",0,"EAM"
"AVN",2021,173,"1",0,"EAM"
"AVN",2021,173,"4",0,"EAM"
"AVN",2021,173,"6",0,"EAM"
"AVN",2021,173,"19",0,"EAM"
"CAR",2021,173,"1",0,"EAM"
"CAR",2021,173,"2",0,"EAM"
"CAR",2021,173,"7",0,"KM"
"CAR",2021,173,"4",0,"KM"
"CAR",2021,173,"8",0,"KM"
"SLS",2021,173,"1",1,"EAM"
"SLS",2021,173,"2",0,"KM"
"SLS",2021,173,"18",0,"EAM"
"SLS",2021,173,"8",0,"EAM"
"SLS",2021,173,"4",0,"EAM"
"SLS",2021,173,"17",0,"EAM"
"SLS",2021,173,"7",0,"KM"
"SLS",2021,173,"6",0,"KM"
"TOM",2021,173,"1",0,"KM"
"TOM",2021,173,"2",0,"KM"
"TOM",2021,173,"3",0,"KM"
"TOM",2021,173,"7",0,"KM"
"TOM",2021,173,"4",0,"KM"
"TOM",2021,173,"5",0,"EAM"
"TOM",2021,173,"8",1,"EAM"
"TOM",2021,173,"6",0,"EAM"
"DAV",2021,173,"1",0,"EAM"
"DAV",2021,173,"19",0,"EAM"
"DAV",2021,173,"2",0,"EAM"
"DAV",2021,173,"21",0,"KM"
"DAV",2021,173,"4",0,"KM"
"DAV",2021,173,"8",0,"KM"
"DAV",2021,173,"5",0,"KM"
"DAV",2021,173,"6",0,"KM"
"ART",2021,173,"1",0,"KM"
"ART",2021,173,"2",0,"KM"
"ART",2021,173,"7B",0,"KM"
"ART",2021,173,"3",0,"KM"
"ART",2021,173,"4",0,"EAM"
"ART",2021,173,"18",0,"EAM"
"ART",2021,173,"5",0,"EAM"
"ART",2021,173,"8",0,"EAM"
"MUN",2021,173,"2",0,"EAM"
"MUN",2021,173,"3B",0,"EAM"
"MUN",2021,173,"4B",0,"EAM"
"MUN",2021,173,"5",1,"KM"
"MUN",2021,173,"6",0,"KM"
"MUN",2021,173,"7",0,"KM"
"MUN",2021,173,"17",0,"KM"
"DUN",2021,175,"14",0,"MDP"
"DUN",2021,175,"17",1,"MDP"
"DUN",2021,175,"9",0,"KM"
"DUN",2021,175,"10",0,"KM"
"DUN",2021,175,"15",0,"KM"
"DUN",2021,175,"16",0,"KM"
"DUN",2021,175,"11",0,"MDP"
"DUN",2021,175,"12",0,"MDP"
"BLG",2021,175,"16",0,"KM"
"BLG",2021,175,"15",0,"KM"
"BLG",2021,175,"14",0,"KM"
"BLG",2021,175,"13",0,"KM"
"BLG",2021,175,"10",0,"MDP"
"BLG",2021,175,"11",0,"MDP"
"BLG",2021,175,"18",0,"MDP"
"PIT",2021,175,"1",0,"MDP"
"PIT",2021,175,"18",0,"KM"
"PIT",2021,175,"5",0,"MDP"
"PIT",2021,175,"7",0,"MDP"
"PIT",2021,175,"9",0,"KM"
"PIT",2021,175,"11",1,"MDP"
"PIT",2021,175,"13",0,"MDP"
"PIT",2021,175,"15",0,"MDP"
"KCK",2021,175,"9",0,"MDP"
"KCK",2021,175,"10",0,"MDP"
"KCK",2021,175,"11",0,"MDP"
"KCK",2021,175,"12",0,"MDP"
"KCK",2021,175,"13",0,"MDP"
"KCK",2021,175,"14",0,"MDP"
"KCK",2021,175,"16",0,"MDP"
"KCK",2021,175,"17",0,"KM"
"KCZ",2021,175,"16",0,"KM"
"KCZ",2021,175,"15",1,"KM"
"KCZ",2021,175,"14",2,"KM"
"KCZ",2021,175,"13",0,"KM"
"KCZ",2021,175,"12",0,"KM"
"KCZ",2021,175,"11",0,"KM"
"KCZ",2021,175,"10",0,"KM"
"BLA",2021,175,"11",0,"MDP"
"BLA",2021,175,"16",0,"MDP"
"BLA",2021,175,"12",0,"MDP"
"BLA",2021,175,"15",0,"MDP"
"BLA",2021,175,"13",0,"MDP"
"CAL",2021,175,"9",0,"MDP"
"CAL",2021,175,"11",0,"MDP"
"CAL",2021,175,"13",0,"MDP"
"CAL",2021,175,"15",0,"MDP"
"CAL",2021,175,"17",0,"MDP"
"CAL",2021,175,"14",0,"MDP"
"CAL",2021,175,"12",0,"MDP"
"CAL",2021,175,"10",0,"MDP"
"DNM",2021,175,"15",0,"MDP"
"DNM",2021,175,"16",0,"MDP"
"DNM",2021,175,"9",0,"MDP"
"DNM",2021,175,"10",0,"MDP"
"DNM",2021,175,"11",0,"MDP"
"DNM",2021,175,"12",0,"KM"
"DNM",2021,175,"13",0,"KM"
"DNM",2021,175,"14",0,"KM"
"DNC",2021,175,"11",0,"KM"
"DNC",2021,175,"10",0,"KM"
"DNC",2021,175,"9",0,"KM"
"DNC",2021,175,"13",0,"MDP"
"DNC",2021,175,"14",0,"MDP"
"DNC",2021,175,"15",0,"MDP"
"DNC",2021,175,"16",0,"MDP"
"DNC",2021,175,"19",0,"MDP"
"DNC",2021,175,"18",0,"MDP"
"DNS",2021,175,"9",0,"KM"
"DNS",2021,175,"14",0,"KM"
"DNS",2021,175,"12",0,"MDP"
"DNS",2021,175,"10",0,"MDP"
"DNS",2021,175,"11",0,"MDP"
"DLW",2021,175,"10",0,"MDP"
"DLW",2021,175,"9",0,"MDP"
"DLW",2021,175,"11",0,"MDP"
"DLW",2021,175,"12",0,"MDP"
"DLW",2021,175,"13",0,"MDP"
"DLW",2021,175,"14",0,"MDP"
"DLW",2021,175,"15",0,"KM"
"DLW",2021,175,"16",0,"KM"
"CRU",2021,175,"15",0,"MDP"
"CRU",2021,175,"14",0,"MDP"
"CRU",2021,175,"13",0,"MDP"
"CRU",2021,175,"10",0,"MDP"
"CRU",2021,175,"11",0,"MDP"
"CRU",2021,175,"16",0,"MDP"
"NEW",2021,175,"9",0,"KM"
"NEW",2021,175,"10",0,"KM"
"NEW",2021,175,"15",0,"KM"
"NEW",2021,175,"11",0,"KM"
"NEW",2021,175,"12",0,"MDP"
"NEW",2021,175,"13",0,"KM"
"NEW",2021,175,"14",0,"MDP"
"NEW",2021,175,"16",0,"MDP"
"HWP",2021,175,"14",0,"SEL"
"HWP",2021,175,"2",0,"SEL"
"HWP",2021,175,"3",0,"SEL"
"HWP",2021,175,"15",0,"SEL"
"HWP",2021,175,"9",0,"EAM"
"HWP",2021,175,"11",1,"EAM"
"HWP",2021,175,"12",0,"EAM"
"INS",2021,175,"16",0,"SEL"
"INS",2021,175,"15",0,"SEL"
"INS",2021,175,"14",0,"SEL"
"INS",2021,175,"12",0,"EAM"
"INS",2021,175,"11",0,"EAM"
"INS",2021,175,"17",0,"EAM"
"INS",2021,175,"10",0,"EAM"
"INS",2021,175,"9",0,"EAM"
"FSH",2021,175,"16",0,"SEL"
"FSH",2021,175,"15",0,"SEL"
"FSH",2021,175,"14",0,"SEL"
"FSH",2021,175,"11",0,"EAM"
"FSH",2021,175,"12",0,"EAM"
"FSH",2021,175,"18",0,"EAM"
"FSH",2021,175,"17",0,"EAM"
"FSH",2021,175,"10",0,"EAM"
"RTH",2021,175,"9",0,"EAM"
"RTH",2021,175,"17",0,"EAM"
"RTH",2021,175,"11",0,"SEL"
"RTH",2021,175,"12",0,"SEL"
"RTH",2021,175,"13",0,"SEL"
"RTH",2021,175,"14",0,"SEL"
"RTH",2021,175,"16",0,"SEL"
"RTH",2021,175,"15",0,"SEL"
"AVI",2021,175,"13",0,"SEL"
"AVI",2021,175,"14",0,"SEL"
"AVI",2021,175,"15",0,"SEL"
"AVI",2021,175,"9",0,"SEL"
"AVI",2021,175,"10",0,"SEL"
"AVI",2021,175,"11",0,"EAM"
"AVI",2021,175,"16",0,"EAM"
"AVI",2021,175,"12",0,"EAM"
"AVN",2021,175,"15",0,"SEL"
"AVN",2021,175,"12",0,"SEL"
"AVN",2021,175,"11",0,"SEL"
"AVN",2021,175,"10",0,"SEL"
"AVN",2021,175,"13",0,"EAM"
"AVN",2021,175,"16",0,"EAM"
"AVN",2021,175,"17",0,"EAM"
"AVN",2021,175,"14",0,"EAM"
"AVN",2021,175,"18",0,"EAM"
"CAR",2021,175,"9",0,"SEL"
"CAR",2021,175,"10",0,"SEL"
"CAR",2021,175,"14",0,"SEL"
"CAR",2021,175,"11",0,"EAM"
"CAR",2021,175,"12",0,"EAM"
"CAR",2021,175,"13",0,"EAM"
"SLS",2021,175,"16",0,"EAM"
"SLS",2021,175,"15",1,"EAM"
"SLS",2021,175,"10",0,"EAM"
"SLS",2021,175,"9",0,"EAM"
"SLS",2021,175,"11",1,"EAM"
"SLS",2021,175,"12",2,"EAM"
"SLS",2021,175,"13",0,"EAM"
"SLS",2021,175,"14",0,"EAM"
"TOM",2021,175,"9",1,"EAM"
"TOM",2021,175,"10",0,"EAM"
"TOM",2021,175,"11",1,"SEL"
"TOM",2021,175,"12",0,"SEL"
"TOM",2021,175,"13",0,"SEL"
"TOM",2021,175,"14",0,"SEL"
"TOM",2021,175,"15",0,"SEL"
"TOM",2021,175,"16",0,"SEL"
"DAV",2021,175,"17",0,"SEL"
"DAV",2021,175,"16",0,"SEL"
"DAV",2021,175,"15",0,"SEL"
"DAV",2021,175,"11",0,"SEL"
"DAV",2021,175,"12",0,"EAM"
"DAV",2021,175,"10",0,"EAM"
"DAV",2021,175,"13",0,"EAM"
"DAV",2021,175,"14",0,"EAM"
"ART",2021,175,"9",0,"SEL"
"ART",2021,175,"16",0,"SEL"
"ART",2021,175,"12",0,"SEL"
"ART",2021,175,"11",0,"SEL"
"ART",2021,175,"17",0,"SEL"
"ART",2021,175,"15",0,"EAM"
"ART",2021,175,"14",0,"EAM"
"ART",2021,175,"19",0,"EAM"
"MUN",2021,175,"16",0,"SEL"
"MUN",2021,175,"9a",0,"SEL"
"MUN",2021,175,"10",0,"SEL"
"MUN",2021,175,"11",0,"SEL"
"MUN",2021,175,"18",0,"EAM"
"MUN",2021,175,"14",0,"EAM"
"MUN",2021,175,"15",0,"EAM"
"MUN",2021,175,"13",0,"EAM"
"CAL",2022,119,"8",0,"TPL"
"CAL",2022,119,"1",0,"TPL"
"CAL",2022,119,"7",0,"TPL"
"CAL",2022,119,"5B",2,"TPL"
"CAL",2022,119,"6",0,"MS"
"CAL",2022,119,"6B",0,"MS"
"CAL",2022,119,"4B",0,"MS"
"CAL",2022,119,"2B",0,"MS"
"KCK",2022,119,"1",0,"MS"
"KCK",2022,119,"18",0,"MS"
"KCK",2022,119,"19",0,"MS"
"KCK",2022,119,"4",0,"MS"
"KCK",2022,119,"20",0,"MS"
"KCK",2022,119,"6",0,"MS"
"KCZ",2022,119,"1",0,"TPL"
"KCZ",2022,119,"7",0,"TPL"
"KCZ",2022,119,"3",0,"TPL"
"KCZ",2022,119,"4",0,"TPL"
"KCZ",2022,119,"5",0,"TPL"
"KCZ",2022,119,"6",0,"TPL"
"KCZ",2022,119,"8",0,"TPL"
"KCZ",2022,119,"9B",0,"TPL"
"PIT",2022,119,"17",0,"MS"
"PIT",2022,119,"6",0,"MS"
"PIT",2022,119,"8",0,"MS"
"PIT",2022,119,"10",0,"TPL"
"PIT",2022,119,"12",0,"TPL"
"PIT",2022,119,"14",0,"TPL"
"PIT",2022,119,"16",0,"TPL"
"DUN",2022,119,"8",0,"MS"
"DUN",2022,119,"1B",0,"MS"
"DUN",2022,119,"3",0,"TPL"
"DUN",2022,119,"6B",0,"TPL"
"DUN",2022,119,"5B",0,"TPL"
"DUN",2022,119,"4",0,"MS"
"STY",2022,119,"1",0,"TPL"
"STY",2022,119,"8",0,"TPL"
"STY",2022,119,"7B",0,"TPL"
"STY",2022,119,"9",0,"TPL"
"STY",2022,119,"2B",0,"TPL"
"STY",2022,119,"5",0,"MS"
"STY",2022,119,"6",0,"MS"
"SER",2022,119,"18",0,"MS"
"SER",2022,119,"9",1,"MS"
"SER",2022,119,"4",0,"MS"
"SER",2022,119,"5",0,"TPL"
"SER",2022,119,"8",0,"TPL"
"SER",2022,119,"7",0,"TPL"
"SER",2022,119,"6",0,"TPL"
"GLF",2022,119,"9",0,"TPL"
"GLF",2022,119,"8",0,"TPL"
"GLF",2022,119,"3B",0,"TPL"
"GLF",2022,119,"2",0,"TPL"
"GLF",2022,119,"5",0,"MS"
"GLF",2022,119,"6",0,"MS"
"GLF",2022,119,"7",0,"MS"
"DOW",2022,119,"2",0,"TPL"
"DOW",2022,119,"4",0,"TPL"
"DOW",2022,119,"6",0,"TPL"
"DOW",2022,119,"8",0,"TPL"
"DOW",2022,119,"10",0,"MS"
"DOW",2022,119,"18",0,"MS"
"DOW",2022,119,"14",0,"MS"
"DOW",2022,119,"16",0,"MS"
"BAD",2022,119,"18",0,"TPL"
"BAD",2022,119,"1",0,"TPL"
"BAD",2022,119,"2",0,"TPL"
"BAD",2022,119,"4",0,"TPL"
"BAD",2022,119,"16",0,"MS"
"BAD",2022,119,"5",0,"MS"
"BAD",2022,119,"6",0,"MS"
"EDI",2022,119,"1",0,"TPL"
"EDI",2022,119,"2",0,"TPL"
"EDI",2022,119,"7",0,"TPL"
"EDI",2022,119,"3",0,"TPL"
"EDI",2022,119,"4",0,"MS"
"EDI",2022,119,"5",0,"MS"
"EDI",2022,119,"6",0,"MS"
"RSY",2022,120,"1",0,"TPL"
"RSY",2022,120,"2",0,"PAH"
"RSY",2022,120,"4",0,"PAH"
"RSY",2022,120,"18",0,"PAH"
"RSY",2022,120,"5",0,"TPL"
"RSY",2022,120,"7",0,"TPL"
"FOF",2022,120,"1B",0,"TPL"
"FOF",2022,120,"4",0,"PAH"
"FOF",2022,120,"5",0,"PAH"
"FOF",2022,120,"5B",0,"PAH"
"FOF",2022,120,"9",0,"PAH"
"FOF",2022,120,"6",0,"PAH"
"FOF",2022,120,"7",0,"PAH"
"LVN",2022,120,"17",0,"TPL"
"LVN",2022,120,"2",0,"TPL"
"LVN",2022,120,"3",0,"TPL"
"LVN",2022,120,"18",0,"PAH"
"LVN",2022,120,"19",0,"PAH"
"LVN",2022,120,"6",0,"PAH"
"LVN",2022,120,"7",0,"PAH"
"LVN",2022,120,"8",0,"PAH"
"MCH",2022,120,"1",0,"PAH"
"MCH",2022,120,"7",0,"PAH"
"MCH",2022,120,"2",0,"PAH"
"MCH",2022,120,"3",0,"PAH"
"MCH",2022,120,"4",0,"TPL"
"MCH",2022,120,"5B",0,"TPL"
"MCH",2022,120,"16",0,"TPL"
"PTH",2022,120,"6",0,"TPL"
"PTH",2022,120,"4B",0,"PAH"
"PTH",2022,120,"8",0,"PAH"
"PTH",2022,120,"1",0,"PAH"
"PTH",2022,120,"2B",0,"TPL"
"PTH",2022,120,"3",0,"TPL"
"BIR",2022,120,"3",0,"TPL"
"BIR",2022,120,"2",0,"TPL"
"BIR",2022,120,"8",0,"TPL"
"BIR",2022,120,"1",0,"TPL"
"BIR",2022,120,"4",0,"PAH"
"BIR",2022,120,"5B",0,"PAH"
"BIR",2022,120,"7",0,"PAH"
"BIR",2022,120,"6",0,"PAH"
"BIR",2022,120,"15",0,"PAH"
"BLG",2022,120,"17",0,"TPL"
"BLG",2022,120,"6",0,"TPL"
"BLG",2022,120,"7",0,"TPL"
"BLG",2022,120,"4B",0,"TPL"
"BLG",2022,120,"9",0,"PAH"
"BLG",2022,120,"2",0,"PAH"
"BLG",2022,120,"1",0,"PAH"
"BLA",2022,120,"17",0,"TPL"
"BLA",2022,120,"2",0,"TPL"
"BLA",2022,120,"3",0,"TPL"
"BLA",2022,120,"4B",0,"TPL"
"BLA",2022,120,"5",0,"PAH"
"BLA",2022,120,"6",0,"PAH"
"DNM",2022,120,"1",0,"PAH"
"DNM",2022,120,"17",0,"PAH"
"DNM",2022,120,"3",0,"PAH"
"DNM",2022,120,"4",0,"PAH"
"DNM",2022,120,"5",0,"TPL"
"DNM",2022,120,"7",0,"TPL"
"DNM",2022,120,"6",0,"TPL"
"DNC",2022,120,"2",0,"PAH"
"DNC",2022,120,"17",0,"PAH"
"DNC",2022,120,"3B",0,"PAH"
"DNC",2022,120,"4",0,"PAH"
"DNC",2022,120,"5B",0,"TPL"
"DNC",2022,120,"6B",0,"TPL"
"DNS",2022,120,"1",0,"PAH"
"DNS",2022,120,"5",0,"PAH"
"DNS",2022,120,"7",0,"TPL"
"DNS",2022,120,"3",0,"TPL"
"DNS",2022,120,"13",0,"TPL"
"DNS",2022,120,"4",0,"TPL"
"CAL",2022,121,"9",0,"EAM"
"CAL",2022,121,"11",0,"SLE"
"CAL",2022,121,"13",0,"SLE"
"CAL",2022,121,"15",0,"SLE"
"CAL",2022,121,"17",0,"EAM"
"CAL",2022,121,"14",0,"EAM"
"CAL",2022,121,"12",0,"EAM"
"CAL",2022,121,"10",0,"EAM"
"KCK",2022,121,"9",0,"SLE"
"KCK",2022,121,"10",0,"SLE"
"KCK",2022,121,"11",0,"SLE"
"KCK",2022,121,"12",0,"SLE"
"KCK",2022,121,"13",0,"SLE"
"KCK",2022,121,"14",0,"SLE"
"KCK",2022,121,"16",0,"SLE"
"KCK",2022,121,"17",0,"SLE"
"KCZ",2022,121,"17",0,"EAM"
"KCZ",2022,121,"15",1,"EAM"
"KCZ",2022,121,"14",0,"EAM"
"KCZ",2022,121,"13",0,"EAM"
"KCZ",2022,121,"12",0,"EAM"
"KCZ",2022,121,"11",0,"EAM"
"KCZ",2022,121,"10",0,"EAM"
"PIT",2022,121,"1",0,"SLE"
"PIT",2022,121,"18",0,"EAM"
"PIT",2022,121,"5",0,"EAM"
"PIT",2022,121,"7",0,"EAM"
"PIT",2022,121,"9",0,"EAM"
"PIT",2022,121,"11",0,"EAM"
"PIT",2022,121,"13",0,"EAM"
"PIT",2022,121,"15",0,"EAM"
"DUN",2022,121,"14",0,"SLE"
"DUN",2022,121,"17",0,"EAM"
"DUN",2022,121,"9",0,"EAM"
"DUN",2022,121,"10",0,"EAM"
"DUN",2022,121,"15",0,"EAM"
"DUN",2022,121,"16",0,"EAM"
"DUN",2022,121,"11",0,"SLE"
"DUN",2022,121,"12",0,"EAM"
"STY",2022,121,"10",0,"EAM"
"STY",2022,121,"11",0,"EAM"
"STY",2022,121,"19",0,"EAM"
"STY",2022,121,"13",0,"EAM"
"STY",2022,121,"14",0,"EAM"
"STY",2022,121,"20",0,"SLE"
"STY",2022,121,"16",0,"SLE"
"STY",2022,121,"17",0,"SLE"
"SER",2022,121,"16",0,"SLE"
"SER",2022,121,"17",0,"SLE"
"SER",2022,121,"11",0,"SLE"
"SER",2022,121,"12",0,"SLE"
"SER",2022,121,"13",0,"EAM"
"SER",2022,121,"14",0,"EAM"
"SER",2022,121,"15",0,"EAM"
"GLF",2022,121,"10",0,"EAM"
"GLF",2022,121,"11",0,"EAM"
"GLF",2022,121,"12",0,"EAM"
"GLF",2022,121,"13",0,"EAM"
"GLF",2022,121,"14",0,"EAM"
"GLF",2022,121,"18",0,"SLE"
"GLF",2022,121,"19",0,"SLE"
"GLF",2022,121,"16",0,"SLE"
"GLF",2022,121,"17",0,"SLE"
"DOW",2022,121,"1",0,"SLE"
"DOW",2022,121,"3",0,"SLE"
"DOW",2022,121,"5",0,"SLE"
"DOW",2022,121,"7",0,"SLE"
"DOW",2022,121,"19",0,"EAM"
"DOW",2022,121,"11",0,"EAM"
"DOW",2022,121,"13",0,"EAM"
"DOW",2022,121,"17",0,"EAM"
"BAD",2022,121,"8",0,"EAM"
"BAD",2022,121,"9",0,"EAM"
"BAD",2022,121,"10",0,"EAM"
"BAD",2022,121,"11",0,"SLE"
"BAD",2022,121,"14",0,"SLE"
"BAD",2022,121,"12",0,"SLE"
"BAD",2022,121,"13",0,"SLE"
"EDI",2022,121,"9",0,"SLE"
"EDI",2022,121,"10",0,"SLE"
"EDI",2022,121,"11",0,"SLE"
"EDI",2022,121,"12",0,"SLE"
"EDI",2022,121,"13",0,"EAM"
"EDI",2022,121,"14",0,"EAM"
"EDI",2022,121,"15",0,"EAM"
"EDI",2022,121,"16",0,"EAM"
"RSY",2022,122,"10",0,"SLE"
